Ubigeo,Distrito,Población total,Densidad,Altitud,Número de Centros Poblados,País fronterizo,Índice de Vulnerabilidad a la Inseguridad Alimentaria,Cámara de comercio,Índice de Desarrollo Humano,Porcentaje de la población en pobreza total,Porcentaje de Población Ocupada,"Devengado per cápita en soles (2020) - Actividad
19/","Devengado per cápita en soles (2020) - Inversión
19/"
220507,RUMISAPA,2637,99.97448329,328,24,0,0.552945256,0,0.405931457,21.979155,56.35371921,551.2048494,52.31064319
220508,SAN ROQUE DE CUMBAZA,1556,3.798914596,611,5,0,0.637065649,0,0.33860325,30.85549,42.66612742,748.6243208,1699.177148
220509,SHANAO,2530,117.5274502,260,21,0,0.630171001,0,0.327582445,30.85549,33.70804969,811.0258201,349.7973806
220510,TABALOSOS,13000,31.04379186,597,65,0,0.599171519,0,0.339578498,44.644087,41.03087733,566.5501706,297.4514545
220511,ZAPATERO,5153,40.47428571,299,21,0,0.632316113,0,0.288000954,28.01036,42.82535314,392.2850967,137.4734519
220602,CAMPANILLA,8309,6.418262713,318,71,0,0.630944192,0,0.328579164,23.663727,63.9152708,481.3888109,492.6804695
220603,HUICUNGO,6417,1.029178539,308,30,0,0.58579421,0,0.335925626,32.8984,46.90910506,249.9744084,128.2914906
220601,JUANJUÍ,27978,108.7293774,299,71,0,0.284598887,0,0.539254777,19.775113,48.10724979,1045.693398,673.8833291
220604,PACHIZA,4517,3.957575659,295,37,0,0.652571082,0,0.347930772,32.8984,52.15852188,246.4233681,112.9529382
220605,PAJARILLO,5255,28.09490636,286,38,0,0.657775044,0,0.372800117,28.645143,38.81683601,484.8232891,1001.279987
220102,CALZADA,4156,55.98658,856,6,0,0.312639296,0,0.51478823,16.33963,45.747893,1028.551517,1159.530919
220103,HABANA,1769,27.52876712,850,9,0,0.411447048,0,0.49118522,15.690847,40.45833768,1883.039415,147.5951234
220104,JEPELACIO,18929,52.52895592,1067,65,0,0.602389872,0,0.349252499,35.364601,30.53773682,750.1068755,390.278447
220101,MOYOBAMBA,66299,32.30456208,895,133,0,0.280310035,1,0.529480047,16.33963,51.76845014,3714.310584,729.336101
220105,SORITOR,23654,73.55064989,904,61,0,0.421194077,0,0.420927348,33.547863,33.77233011,559.1890053,602.4692367
220106,YANTALO,2847,41.97567783,862,7,0,0.460623085,0,0.402599617,16.33963,39.46732564,603.09673,1037.480107
220702,BUENOS AIRES,3276,15.28006741,209,26,0,0.609935284,0,0.388516677,29.361226,34.88918632,531.7581707,1893.023896
220703,CASPISAPA,1966,28.978389,238,10,0,0.345911384,0,0.491904351,18.07443,36.42820056,413.0763686,1808.29322
220701,PICOTA,8407,51.53163862,228,28,0,0.270168602,0,0.534837311,24.70802,52.38346307,1518.348202,2217.151681
220704,PILLUANA,925,4.375809755,218,3,0,0.533212483,0,0.378172587,23.910286,30.88475979,852.0469054,6948.655692
220705,PUCACACA,2955,14.27704577,228,20,0,0.366357744,0,0.505409139,16.425664,37.54762694,409.667034,166.0082757
220706,SAN CRISTÓBAL,1321,52.37934526,238,7,0,0.408229113,0,0.500469941,18.07443,30.68637174,556.8636276,5010.148067
220707,SAN HILARIÓN,4444,44.4329363,230,25,0,0.363166928,0,0.53690247,24.70802,32.30884494,423.7291935,2027.970037
220708,SHAMBOYACU,7107,25.13114202,289,37,0,0.688796043,0,0.302136912,49.681894,46.64635202,508.1056224,170.7323075
220709,TINGO DE PONASA,4055,15.46425105,244,39,0,0.548180699,0,0.46332718,42.391529,34.80035539,384.6232256,849.7554393
220710,TRES UNIDOS,4175,19.99837741,237,26,0,0.614147544,0,0.324905075,38.180087,33.02191893,404.2477383,890.3805355
220802,AWAJÚN,7519,26.79803775,888,20,0,0.58361429,0,0.349023634,31.355645,26.60984382,446.8559401,505.757514
220803,ELIAS SOPLÍN VARGAS,9938,105.0090162,853,12,0,0.444495738,0,0.387307595,43.566699,51.00739723,476.5175606,101.076431
220804,NUEVA CAJAMARCA,36415,156.5862372,869,52,0,0.361165822,0,0.478975903,28.41423,46.82952085,338.859972,1276.715645
220805,PARDO MIGUEL,17410,19.69395779,963,49,0,0.57928884,0,0.395409369,36.606849,33.37715294,359.6341501,283.7082316
220806,POSIC,1430,48.69167429,838,7,0,0.510896146,0,0.437395563,30.87782,45.83440005,577.8245547,91.71095829
220801,RIOJA,22885,159.5293231,850,25,0,0.272236586,1,0.596333241,17.096746,47.911931,901.5856162,722.8563194
220807,SAN FERNANDO,3935,60.12907288,828,10,0,0.444275379,0,0.44854982,15.617834,31.65991463,420.4753586,95.78319895
220808,YORONGOS,3203,44.93492553,883,11,0,0.536440134,0,0.443437134,30.87782,30.47713753,655.2901344,761.5224216
220809,YURACYACU,4409,338.937409,812,9,0,0.351164877,0,0.479727879,28.41423,33.51505596,527.4532317,998.8140992
220902,ALBERTO LEVEAU,860,4.377794337,215,4,0,0.482270241,0,0.43681225,20.13965,46.45647104,2358.613864,29.81106383
220903,CACATACHI,3054,53.01220807,309,36,0,0.244684458,0,0.516169797,22.05547,47.59495471,2311.305227,1391.857677
220904,CHAZUTA,8835,12.40609284,189,52,0,0.596939921,0,0.292643099,55.390811,34.19310749,370.5911444,2076.270857
220905,CHIPURANA,1933,5.860842459,152,19,0,0.644843876,0,0.391010524,36.80279,35.77484634,328.8464985,113.720075
220906,EL PORVENIR,2107,6.578920138,152,25,0,0.55826962,0,0.418001531,36.80279,44.49695193,2260.817704,770.5115602
220907,HUIMBAYOC,4528,3.498294046,181,19,0,0.692042649,0,0.373284309,47.299215,38.03437236,243.7393178,432.6761272
220908,JUAN GUERRA,3328,21.02798982,207,20,0,0.247927666,0,0.575254706,22.05547,48.62074357,1172.879739,941.7254066
220909,LA BANDA DE SHILCAYO,29524,158.0089298,418,33,0,0.287051678,0,0.592228679,15.491806,63.93973139,438.8220723,795.3508089
220910,MORALES,24015,716.71601,290,36,0,0.232851505,0,0.657413538,6.439383,72.40939358,376.8509634,940.865873
220911,PAPAPLAYA,2649,4.173771113,149,12,0,0.605493546,0,0.349056273,36.80279,25.17626917,357.486037,591.2514595
220912,SAN ANTONIO,1507,21.27270773,499,5,0,0.326895416,0,0.516899921,20.13965,40.74517908,509.2483679,3796.142799
220913,SAUCE,10787,75.53398058,622,19,0,0.455537021,0,0.404839333,36.312002,27.65124243,460.300329,2303.963082
220914,SHAPAJA,1748,9.366218015,214,14,0,0.404610097,0,0.424206735,16.601613,40.80899027,851.4347138,1401.853431
220901,TARAPOTO,69969,1340.362778,342,10,0,0.187972367,1,0.67293543,6.9122,56.01105591,3786.281278,789.5491814
221002,NUEVO PROGRESO,11502,14.57060559,512,47,0,0.494673133,0,0.450571155,26.37225,43.28580616,362.8555895,136.9598908
221003,PÓLVORA,10838,5.620194253,543,77,0,0.520062387,0,0.444272982,26.37225,42.81757493,534.2751559,3159.162565
221004,SHUNTE,1210,3.568724655,1015,13,0,0.682560384,0,0.33561816,33.026907,36.76916108,480.3911508,2667.37288
221001,TOCACHE,27886,30.80189836,519,64,0,0.322795153,1,0.527627327,15.923006,46.08213804,1324.083622,597.1166595
221005,UCHIZA,23331,31.01156509,566,64,0,0.382363439,0,0.561187147,19.65114,36.43965586,571.4541298,1063.254522
240203,CANOAS DE PUNTA SAL,4662,10.0442776,66,23,0,0.254460633,0,0.541317038,9.505453,58.42002663,1022.89831,1136.870517
240202,CASITAS,2377,3.848671904,137,28,0,0.427098751,0,0.439930773,19.835147,41.39749672,1581.359982,1555.520963
240201,ZORRITOS,10788,19.67976168,11,23,0,0.189169765,0,0.568342834,9.67336,47.66502983,2804.977923,1280.461912
240102,CORRALES,22106,190.7826748,27,11,0,0.198398232,0,0.569127738,14.75996,41.19121849,814.800603,544.3503991
240103,LA CRUZ,8520,153.4876591,10,6,0,0.211636841,0,0.593396785,11.23351,44.72900149,270.2896764,190.6448232
240104,PAMPAS DE HOSPITAL,6661,10.70285125,28,20,1,0.302640378,0,0.538619472,10.641895,41.5347233,1053.685657,1294.569444
240105,SAN JACINTO,8435,16.09767504,23,27,1,0.269410908,0,0.548737215,11.23351,38.51449544,923.4538286,2285.352001
240106,SAN JUAN DE LA VIRGEN,4066,43.81265268,26,8,0,0.235362053,0,0.55664824,14.75996,43.39778451,998.9672178,802.7079735
240101,TUMBES,100092,724.7122803,9,12,0,0.167425871,0,0.602511104,8.706752,45.19082992,3780.927051,887.7831722
240302,AGUAS VERDES,16762,439.2965697,13,7,1,0.244501233,1,0.480955024,9.250234,44.36079355,530.6428897,1007.52886
240303,MATAPALO,1640,9.227867139,69,9,1,0.490395188,0,0.373906518,9.073259,75.08394042,1214.856442,1107.983052
240304,PAPAYAL,5251,34.46494084,36,13,1,0.298866868,0,0.506393214,11.016593,46.10470355,973.9606237,1762.856046
240301,ZARUMILLA,19438,202.9403974,15,3,1,0.249278247,0,0.551752735,9.250234,47.36302666,574.7550881,567.2804308
020201,AIJA,2113,13.93514461,3421,56,0,0.387937248,0,0.458815961,20.74384,54.49218979,2569.11438,1688.039861
020202,CORIS,2190,7.606213738,2903,87,0,0.637510419,0,0.320370474,40.218881,22.99696565,579.109626,2812.720994
020203,HUACLLÁN,573,14.66631496,3020,6,0,0.584936976,0,0.312557431,27.149267,18.38250809,1284.348777,1414.936583
020204,LA MERCED,2467,15.10321401,3311,56,0,0.596626997,0,0.306779106,39.637681,17.04183048,591.8855882,4019.224446
020205,SUCCHA,939,11.36478945,3167,28,0,0.531598866,0,0.400879704,23.04721,43.5234641,912.8350223,3409.941406
020302,ACZO,2469,31.42112125,2680,34,0,0.564391613,0,0.331967828,48.338683,11.59668969,1318.180461,2152.634832
020303,CHACCHO,2003,24.20597378,3371,42,0,0.603236496,0,0.300035687,44.632847,13.52980648,825.3223953,581.9716639
020304,CHINGAS,2153,41.57303371,2866,39,0,0.527918935,0,0.364896518,31.88595,19.08134632,564.7789484,879.521602
020301,LLAMELLÍN,3983,35.03633561,3400,52,0,0.488195896,0,0.418726515,25.153086,26.32151221,3281.560764,781.0575581
020305,MIRGAS,5411,30.22368945,3147,58,0,0.750858307,0,0.228673647,53.281578,16.99742126,516.5640942,719.5518249
020306,SAN JUAN DE RONTOY,1662,14.99078833,3503,25,0,0.714128315,0,0.177811151,40.071387,17.93741289,531.1247607,1074.22815
020402,ACOCHACA,3847,43.02828208,2864,69,0,0.651111662,0,0.301235404,37.911803,17.23713312,377.6991016,616.9298881
020401,CHACAS,5531,10.75744377,3387,57,0,0.461698651,0,0.42959293,30.403907,24.83425654,1102.407662,1813.363596
020502,ABELARDO PARDO LEZAMETA,685,24.40318302,2108,10,0,0.452839851,0,0.434686909,22.73741,13.369443,3013.778478,5584.535
020503,ANTONIO RAYMONDI,1238,11.18786858,2139,19,0,0.564662457,0,0.369827709,42.121181,33.90494482,1494.119232,428.0072892
020504,AQUIA,2974,5.411872987,3356,115,0,0.450934052,0,0.434959038,28.459053,24.9641942,449.9572066,1516.950153
020505,CAJACAY,1747,9.727545841,2616,49,0,0.431922972,0,0.453115731,22.052934,45.74864803,530.4927955,1647.206406
020506,CANIS,698,19.28020566,2465,7,0,0.45218277,0,0.460563876,33.31055,17.44730023,1314.114373,1622.750507
020501,CHIQUIÁN,4246,22.43701129,3410,56,0,0.305773973,0,0.515532199,17.422242,36.21657444,3020.446711,1491.194422
020507,COLQUIOC,3148,7.530679873,772,25,0,0.310671151,0,0.531955068,13.461006,35.47538127,1104.622698,357.521881
020508,HUALLANCA,8526,7.924294988,3563,163,0,0.408305466,0,0.452876491,28.567574,27.44516396,768.5108727,857.8659558
020509,HUASTA,2507,4.763991648,3382,90,0,0.553027928,0,0.37187202,36.252914,22.11174409,1219.195611,628.186342
020510,HUAYLLACAYÁN,1327,9.867958434,3287,64,0,0.602749348,0,0.334208054,46.825821,46.81668865,1744.293207,1193.236952
020511,LA PRIMAVERA,670,5.2324734,2658,9,0,0.646509886,0,0.346076083,37.535376,19.81731701,3783.763788,1158.416936
020512,MANGAS,600,4.488950276,3492,11,0,0.574944317,0,0.36715018,33.31055,31.37056722,1177.666827,1509.194885
020513,PACLLÓN,1568,5.443909803,3296,40,0,0.399099827,0,0.426940858,22.73741,23.7243248,725.839662,3588.015936
020514,SAN MIGUEL DE CORPANQUI,788,7.035175879,3405,7,0,0.540498257,0,0.399066844,22.73741,18.7638759,2659.142922,1613.483344
020515,TICLLOS,1001,7.12448272,3665,28,0,0.545577407,0,0.403408426,35.985119,24.31666858,1789.765275,798.5657457
020602,ACOPAMPA,2585,191.2491179,2692,16,0,0.461798728,0,0.466980736,26.14765,33.50833245,942.0344317,1294.342841
020603,AMASHCA,1706,165.7214345,2905,16,0,0.662481964,0,0.294082128,36.63522,24.04433072,425.2758128,296.3445395
020604,ANTA,2470,73.28918322,2800,43,0,0.57227695,0,0.379037875,46.097252,25.57601353,545.7075,670.6207028
020605,ATAQUERO,1554,43.32909784,2749,23,0,0.66601187,0,0.258883649,41.993193,47.00122367,368.7568768,279.5515347
020601,CARHUAZ,14203,86.404275,2663,78,0,0.395169973,0,0.441797879,25.341305,37.87451499,1428.291064,695.5301612
020606,MARCARÁ,8904,70.27747794,2767,41,0,0.49442935,0,0.41616303,24.508283,36.1810555,317.5834171,903.1305683
020607,PARIAHUANCA,1556,145.1448041,2830,14,0,0.554587245,0,0.426111483,26.14765,17.90846295,679.523439,298.0191021
020608,SAN MIGUEL DE ACO,2632,22.18985735,2956,16,0,0.722190976,0,0.25626674,59.511489,23.06861534,479.0111343,1176.088354
020609,SHILLA,3391,30.97012059,3036,18,0,0.637786388,0,0.246231261,26.14765,28.73807367,291.1308805,1429.193271
020610,TINCO,3030,220.4663212,2606,15,0,0.452777028,0,0.458797836,34.544772,40.80880403,375.263634,139.6308373
020611,YUNGAR,3258,76.45918587,2836,43,0,0.507152319,0,0.39976031,34.352941,29.77701239,318.3190169,621.4428
020701,SAN LUIS,12511,44.40241763,3145,135,0,0.60297817,0,0.335288211,35.243619,22.46693487,1154.177432,1218.592673
020702,SAN NICOLÁS,4066,19.96048432,2890,37,0,0.734648585,0,0.236361855,53.17466,13.81253832,771.9884797,628.859066
020703,YAUYA,5460,29.58746552,3257,61,0,0.64060843,0,0.268745192,46.599182,9.282887327,572.1966918,573.1523483
020802,BUENA VISTA ALTA,4066,10.71293693,225,37,0,0.46533376,0,0.485047467,24.24014,46.70987607,945.7966451,1388.876349
020801,CASMA,29672,30.65775823,59,47,0,0.225607753,1,0.587346061,16.666532,52.74178254,861.0070226,1092.500177
020803,COMANDANTE NOEL,2111,12.21442706,14,15,0,0.324897647,0,0.525175121,13.944203,40.59681648,1242.270604,3328.062316
020804,YAUTÁN,7806,25.10358343,831,65,0,0.465444267,0,0.460430791,24.24014,39.97197759,805.9530568,393.4460165
020902,ACO,566,8.135833039,3118,4,0,0.642407537,0,0.393262942,44.305189,18.05497972,1426.599043,201.3252609
020903,BAMBAS,517,3.506914577,2943,5,0,0.642409265,0,0.299967294,61.961049,27.09915486,1269.489585,1957.700679
020901,CORONGO,1901,11.09480891,3172,18,0,0.449294031,0,0.368138104,40.723428,32.276475,4905.082135,392.9213854
020904,CUSCA,2883,7.187462034,3196,18,0,0.625676394,0,0.340247118,36.098091,23.88599974,430.0433671,1468.136619
020905,LA PAMPA,1210,11.43282947,1803,9,0,0.448904693,0,0.461737289,32.886792,30.76169702,798.1212942,415.1863408
020906,YÁNAC,776,18.16793893,2877,6,0,0.59250021,0,0.350472528,52.413249,20.81087977,651.475018,2868.051273
020907,YUPÁN,776,4.495167113,2781,8,0,0.452251434,0,0.469108646,50.872416,32.95203901,1758.830855,440.8244819
020102,COCHABAMBA,2122,16.59417619,2135,91,0,0.720142365,0,0.273067851,51.041382,24.11321732,653.5045402,1021.611026
020103,COLCABAMBA,671,7.028627838,3154,18,0,0.617503047,0,0.37872084,40.32822,21.557209,3034.92309,728.581882
020104,HUANCHAY,2615,10.45189644,2592,112,0,0.670195758,0,0.321614376,33.213594,19.34372146,803.8044744,2449.598926
020101,HUARAZ,57817,166.8398808,3073,154,0,0.283355236,0,0.603079302,10.242455,47.18058399,7582.238677,395.826742
020105,INDEPENDENCIA,64604,221.0730427,3047,136,0,0.291541874,0,0.584997708,11.537697,49.87633234,2418.19172,512.7971885
020106,JANGAS,4533,95.27072193,2824,34,0,0.437758148,0,0.432387975,23.373813,32.84922548,654.7024803,1133.754401
020107,LA LIBERTAD,1329,10.24595154,3343,85,0,0.652720451,0,0.192918183,40.451562,8.776490835,984.8384433,1438.478782
020108,OLLEROS,2686,14.9028756,3443,32,0,0.621618986,0,0.322188004,27.58076,25.48183704,397.5763185,607.9622727
020109,PAMPAS GRANDE,1361,3.789720802,3698,120,0,0.643881917,0,0.333531561,46.279289,28.34153494,1135.047301,358.7573968
020110,PARIACOTO,4527,34.75076923,1264,46,0,0.567322493,0,0.338115325,32.034603,38.46202719,462.3039844,638.9903666
020111,PIRA,3990,19.80880483,3602,77,0,0.664344907,0,0.322671831,40.32822,30.33788852,371.2514664,615.8708886
020112,TARICA,5562,64.91657599,2832,41,0,0.49066329,0,0.449484082,27.58076,35.04651979,316.7887121,341.7514178
021002,ANRA,1871,32.81035986,3197,19,0,0.592780173,0,0.266202408,41.566079,11.31362482,961.2378178,3153.163241
021003,CAJAY,3139,27.21681832,3175,53,0,0.653506637,0,0.326000271,46.527698,19.01363591,616.4144685,2394.09006
021004,CHAVÍN DE HUÁNTAR,9441,21.98650174,3115,71,0,0.617047906,0,0.333316881,29.431013,23.88383576,989.4337119,3347.158546
021005,HUACACHI,2195,31.01499423,3498,31,0,0.642917991,0,0.323101929,36.309609,21.58059936,1145.26553,2382.527505
021006,HUACCHIS,2138,29.26829268,3491,21,0,0.571121752,0,0.290412328,34.246844,15.70210266,1447.736231,4190.669337
021007,HUACHIS,3899,33.29001235,3275,57,0,0.611320019,0,0.308724788,28.47654,20.17714183,1464.984901,4154.763506
021008,HUÁNTAR,3116,20.53154019,3363,23,0,0.611014128,0,0.379487489,33.146911,23.15903386,898.3283562,1669.43918
021001,HUARI,10051,23.70710185,3114,45,0,0.375477254,0,0.470602096,24.245806,27.38269539,4964.218069,1470.360392
021009,MASÍN,2026,26.61622196,2547,40,0,0.521290958,0,0.351384874,28.47654,20.30659378,1137.893716,3090.71793
021010,PAUCAS,2128,18.94907989,3433,22,0,0.50066781,0,0.375586912,30.4447,19.47672741,700.2379017,3736.032754
021011,PONTO,3597,35.41296813,3142,42,0,0.670398235,0,0.287872735,40.41345,17.32598177,1567.879083,804.5483099
021012,RAHUAPAMPA,769,100.7760532,2521,10,0,0.389045537,0,0.468768371,30.4447,27.09867836,1638.192464,2880.037525
021013,RAPAYÁN,1824,15.08999581,3233,15,0,0.684464276,0,0.275324299,35.258642,23.86491257,1384.180583,3874.192834
021014,SAN MARCOS,13979,40.36461608,2988,132,0,0.420134246,0,0.546601071,24.785192,52.12684866,2875.725939,2504.840311
021015,SAN PEDRO DE CHANA,2756,31.59033538,3439,26,0,0.636902094,0,0.275820082,40.53261,21.0601085,630.3361804,2170.44918
021016,UCO,1851,34.32195486,3347,21,0,0.55628264,0,0.364502216,40.094571,17.53011185,926.6443967,2560.976016
021102,COCHAPETI,915,10.24795041,3529,45,0,0.631379128,0,0.296396777,41.711712,33.9708593,979.4344976,2839.507249
021103,CULEBRAS,3239,4.4299881,41,19,0,0.312494457,0,0.522404865,13.840706,43.92333151,786.0669448,2347.910802
021101,HUARMEY,22320,9.497716264,30,44,0,0.218756378,0,0.594329796,13.929274,49.42507813,1291.049521,528.8450473
021104,HUAYÁN,1124,16.10442448,2702,29,0,0.473800123,0,0.436092659,19.663807,38.93740368,1039.597547,1248.2454
021105,MALVAS,1088,4.209183673,3132,36,0,0.537449419,0,0.413807621,25.757746,29.77094472,1078.7346,909.4649892
021201,CARAZ,24259,109.8328736,2273,59,0,0.298389137,0,0.498427226,24.847898,41.60730373,1626.69688,684.3690767
021202,HUALLANCA,1001,6.560402685,1391,22,0,0.406342983,0,0.530765394,43.176707,47.15379703,1401.977485,1773.005337
021203,HUATA,1678,23.15744801,2712,47,0,0.67254281,0,0.302874644,53.980655,21.87207019,645.6233903,432.5458033
021204,HUAYLAS,1980,33.08138513,2735,17,0,0.58795011,0,0.365551854,30.338104,29.04186116,405.5651488,463.6054729
021205,MATO,2185,20.96713966,2209,35,0,0.575457513,0,0.349277911,40.957408,22.31047031,402.5617898,518.0012912
021206,PAMPAROMÁS,8883,18.98257278,2772,89,0,0.666987717,0,0.253127371,44.672571,30.63727985,526.9669306,839.6526109
021207,PUEBLO LIBRE,7136,65.577525,2485,55,0,0.658971965,0,0.308437819,49.106572,19.79279903,653.3241769,375.3541595
021208,SANTA CRUZ,4995,15.82051999,2890,62,0,0.640703976,0,0.242702595,52.231081,33.66489757,390.134469,483.5373971
021209,SANTO TORIBIO,1465,15.21580102,2926,16,0,0.598413348,0,0.342047558,48.920942,14.76129973,664.4664984,2208.606619
021210,YURACMARCA,1901,4.355665547,1484,33,0,0.587200522,0,0.29814932,54.506004,22.96604341,656.5363758,155.1463839
021302,CASCA,4483,57.0043939,3176,44,0,0.841797948,0,0.188555361,58.036169,10.38629424,504.067139,339.6441147
021303,ELEAZAR GUZMÁN BARRÓN,1392,15.3256705,2845,8,0,0.709700346,0,0.27800385,50.877294,22.36607601,645.9986597,673.9605556
021304,FIDEL OLIVAS ESCUDERO,2392,12.6061908,2849,37,0,0.737905681,0,0.182492023,64.538085,5.475026324,556.9526685,1315.409512
021305,LLAMA,1448,25.99210472,2839,22,0,0.679680109,0,0.301125139,45.681818,15.22575619,767.2145084,2766.873789
021306,LLUMPA,6179,46.68807147,2900,75,0,0.704667926,0,0.193341312,55.002729,9.091545101,454.3751159,368.1602317
021307,LUCMA,3305,41.8896213,3096,49,0,0.6968081,0,0.224737463,52.653734,8.125685426,611.7110953,1688.119753
021308,MUSGA,1135,25.12588117,3001,32,0,0.556152046,0,0.418556522,52.200894,16.07443807,885.7301904,2905.10023
021301,PISCOBAMBA,3750,68.66971478,3326,46,0,0.520470321,0,0.448251646,31.635651,24.30964722,5067.405828,1596.647803
021402,ACAS,831,1.560519645,3712,27,0,0.570352018,0,0.469140086,28.06648,36.43280045,2035.894467,2346.926929
021403,CAJAMARQUILLA,439,2.502648305,3545,7,0,0.566311181,0,0.407202589,34.49565,14.60183566,3041.53381,2874.589471
021404,CARHUAPAMPA,774,4.281289852,2250,20,0,0.53994292,0,0.413811225,34.49565,34.36413665,1508.74483,1737.305298
021405,COCHAS,1338,3.389125434,1290,30,0,0.501127362,0,0.531798145,23.49801,47.56442577,703.892296,1986.459726
021406,CONGAS,1293,8.913327694,3112,103,0,0.564379811,0,0.358769396,28.06648,41.26157956,914.1630802,630.7284124
021407,LLIPA,846,7.034728406,2767,18,0,0.521740198,0,0.484529647,23.49801,16.59533043,2545.384684,2470.137089
021401,OCROS,1436,5.504229018,3238,52,0,0.367796957,0,0.477849528,17.105698,38.44471896,10488.73499,578.9248306
021408,SAN CRISTÓBAL DE RAJAN,592,7.749077491,3634,19,0,0.538915157,0,0.474610544,34.49565,35.81327053,2104.358171,1760.071486
021409,SAN PEDRO,1471,1.664125299,2243,47,0,0.536324382,0,0.486843689,28.06648,21.40845921,1174.581753,856.2958032
021410,SANTIAGO DE CHILCAS,439,4.757462687,3692,28,0,0.506295204,0,0.464424876,39.95614,47.63294469,2059.555931,4453.341814
021502,BOLOGNESI,1417,13.69705341,2931,24,0,0.590697169,0,0.36772445,51.723124,19.16108916,638.1375546,218.1702269
021501,CABANA,2911,18.64395502,3156,74,0,0.419756591,0,0.406712936,32.465266,27.80174849,2522.515578,708.7024304
021503,CONCHUCOS,8295,14.60939102,3206,96,0,0.672723591,0,0.275362258,62.678741,23.36094488,545.4985053,1015.291039
021504,HUACASCHUQUE,698,9.87576663,3140,18,0,0.654008806,0,0.300742702,68.224195,9.960200024,943.3316083,125.7090764
021505,HUANDOVAL,1184,9.00862069,3063,44,0,0.531885028,0,0.3791556,47.522474,29.83035062,1111.216364,717.5952249
021506,LACABAMBA,683,9.616573902,3427,23,0,0.64346081,0,0.35278162,63.25463,23.50446204,1346.62918,5419.324373
021507,LLAPO,710,22.34227954,3416,12,0,0.505385041,0,0.360741007,45.888685,26.17008835,1566.471669,359.9177535
021508,PALLASCA,2722,45.37393341,3086,78,0,0.603854895,0,0.355183334,57.940699,21.51896603,556.0232706,13093.90043
021509,PAMPAS,7273,10.3290885,3216,61,0,0.589631319,0,0.319629722,45.010098,11.37012433,877.7977243,1503.522176
021510,SANTA ROSA,1194,3.313585701,2413,24,0,0.581056714,0,0.3722975,50.658076,38.83224413,693.8817071,623.0413636
021511,TAUCA,3351,13.48508034,3368,55,0,0.577947736,0,0.303780057,59.271944,19.89245284,580.3431348,661.6662199
021602,HUAYLLÁN,3791,41.63201079,2993,35,0,0.665552974,0,0.286935747,49.252652,12.66541018,454.0035772,299.6470707
021603,PAROBAMBA,7107,20.69163395,3182,75,0,0.719866991,0,0.128385895,49.471399,5.778275302,985.5238856,1067.914392
021601,POMABAMBA,15378,44.15670269,2964,169,0,0.49715358,0,0.42501533,33.104059,23.07650273,1486.878555,710.4319007
021604,QUINUABAMBA,2584,17.25318362,3129,41,0,0.74931246,0,0.186315086,63.401246,14.41124629,898.8352619,344.5610635
021702,CÁTAC,4176,4.87886317,3579,149,0,0.361773491,0,0.465479933,24.49413,27.55520043,2248.92536,671.4591707
021703,COTAPARACO,636,3.980329766,3032,38,0,0.454165041,0,0.420816963,24.544536,24.6477799,1580.627791,5511.94436
021704,HUAYLLAPAMPA,1178,8.281888119,2908,48,0,0.699550569,0,0.24499236,39.387722,26.3795636,2246.351021,2744.341571
021705,LLACLLÍN,1452,11.14737883,3020,7,0,0.426116824,0,0.428227553,22.66293,22.97081424,1306.737391,2135.179743
021706,MARCA,1094,6.005193681,2615,31,0,0.660252571,0,0.393557897,36.242482,36.24662555,5175.880036,4719.006378
021707,PAMPAS CHICO,1658,11.37200279,3552,29,0,0.590911865,0,0.389615156,22.66293,25.24659478,756.7880927,446.1572703
021708,PARARÍN,1290,5.9172062,3402,25,0,0.594790161,0,0.362570618,22.66293,43.80481275,877.7209549,944.6880637
021701,RECUAY,5196,43.36877448,3428,75,0,0.398314059,0,0.464622224,24.49413,26.7329388,2243.981527,1715.048089
021709,TAPACOCHA,546,7.903483935,3596,28,0,0.625985801,0,0.247469189,22.66293,18.81256643,4254.126464,1815.71419
021710,TICAPAMPA,2526,21.56862745,3485,36,0,0.388979614,0,0.46080391,22.66293,31.9702329,741.5954643,1320.259814
021802,CÁCERES DEL PERÚ,5249,10.59514715,1210,126,0,0.581293344,0,0.38305402,44.268123,29.58926096,651.9758627,719.3850489
021801,CHIMBOTE,223287,169.8181246,52,78,0,0.186784923,1,0.61382809,15.745519,38.47919111,1001.544969,311.4430941
021803,COISHCO,15305,1974.592834,31,1,0,0.21239382,0,0.576717632,19.491299,39.75569046,528.5021368,336.9580353
021804,MACATE,4046,6.879329513,2731,106,0,0.617544413,0,0.310156071,55.6831,22.83529896,774.0862282,635.7860617
021805,MORO,7850,26.54515097,504,66,0,0.397773623,0,0.425984748,20.081087,35.42874615,516.2859493,2007.816004
021806,NEPEÑA,14277,33.71813897,159,31,0,0.233421326,0,0.568820669,19.718336,38.52431487,565.7220743,568.2364203
021809,NUEVO CHIMBOTE,115669,396.0459806,40,24,0,0.15861547,0,0.64595981,9.905873,59.85094561,1126.547845,584.7588277
021807,SAMANCO,4353,33.88102351,17,11,0,0.235900104,0,0.557537047,21.460478,44.04094295,500.8159574,1332.395819
021808,SANTA,18539,825.7163154,35,20,0,0.224787116,0,0.57514164,19.865735,47.2818927,768.4735406,252.9105933
021902,ACOBAMBA,2066,12.58494511,3147,14,0,0.762882948,0,0.242445435,64.935532,15.6676216,773.0156438,2338.606776
